customer_id,customer_name,customer_address,country,city,birthdate,marital_status,yearly_income,total_children,gender,education,acct_open_date,member_card,occupation,homeowner
3726,Catherine Rhea,4050 Canyon Road,USA,Bellflower,5/8/1968,M,$90K - $110K,2,F,Partial High School,9/26/1991,Bronze,Management,Y
3727,Alma Shelton,7000 Hawes Street,USA,Berkeley,6/11/1965,M,$30K - $50K,4,F,High School Degree,10/26/1991,Bronze,Manual,Y
3728,Nancy Smith,8241 San Jose Drive,USA,Lebanon,6/9/1978,M,$30K - $50K,4,M,High School Degree,6/22/1991,Golden,Skilled Manual,Y
3729,Richard Johnson,1446 Partridge Dr,Canada,Ladner,4/13/1945,M,$10K - $30K,4,F,Partial High School,1/16/1990,Normal,Skilled Manual,Y
3730,William Kaiser,2941 Jill Ave,Canada,Newton,6/21/1926,M,$10K - $30K,3,M,Partial High School,10/4/1991,Normal,Skilled Manual,Y
3731,Pat Thornlow,6400 Yosemite Circle,USA,Marysville,5/2/1972,S,$10K - $30K,5,F,Partial High School,9/1/1991,Normal,Manual,N
3732,Veleine Smales,805 Pinecrest Rd,USA,Redwood City,7/18/1914,S,$50K - $70K,1,F,Bachelors Degree,4/9/1991,Bronze,Management,Y
3733,Muriel Sumner,7173 Oak Creek Ct,USA,San Diego,7/21/1924,M,$30K - $50K,5,F,Partial College,4/6/1991,Bronze,Management,N
3734,Helen Plum,1833 Worth Ct,USA,Lemon Grove,10/10/1922,S,$10K - $30K,2,F,Partial High School,7/15/1993,Normal,Skilled Manual,Y
3735,Ruth Kauffman,8455 Mt. Davidson Court,USA,La Jolla,3/12/1935,S,$10K - $30K,2,M,Partial High School,5/8/1994,Normal,Manual,N
3736,Nancy Johnston,3369 N Lucile Lane,USA,San Francisco,11/3/1958,M,$10K - $30K,0,M,Partial High School,2/15/1993,Normal,Manual,N
3737,Edward Hatton,2901 Sullivan Ave,Canada,Haney,2/6/1941,S,$10K - $30K,2,F,Partial High School,7/24/1990,Normal,Skilled Manual,N
3738,Merrick McCain,4003 Sugarland Circle,USA,Burbank,5/14/1952,M,$50K - $70K,4,M,Bachelors Degree,8/11/1992,Golden,Management,Y
3739,Carolyn Johnson,3789 Pine Creek Way,USA,Anacortes,5/10/1932,S,$30K - $50K,4,F,High School Degree,7/12/1993,Bronze,Skilled Manual,Y
3740,Georgia Dondzila,1867 Blue Ridge Dr,USA,Marysville,7/3/1966,M,$50K - $70K,5,M,Bachelors Degree,6/18/1990,Bronze,Professional,Y
3741,Fereshteh Clayton,1907 Pinecrest Dr,Canada,Royal Oak,11/5/1922,M,$150K +,0,M,High School Degree,6/19/1991,Golden,Management,Y
3742,Ted Porter,2895 Hill Street,USA,Milwaukie,2/25/1943,M,$10K - $30K,2,M,Partial High School,2/26/1991,Normal,Manual,Y
3743,Raymond Sondag,5845 Oliveria Road,USA,Concord,11/25/1972,M,$30K - $50K,4,M,High School Degree,2/13/1994,Bronze,Manual,Y
3744,Jamie Kennedy,4430 Alexander Pl,USA,Glendale,7/20/1946,S,$70K - $90K,1,F,Bachelors Degree,3/19/1993,Bronze,Professional,Y
3745,Lenore Willson,7634 Via Alta,USA,Novato,2/22/1946,M,$10K - $30K,1,F,Partial High School,8/22/1991,Normal,Manual,Y
3746,Richard Tanner,9130 Pinole Valley Rd,USA,Chula Vista,3/11/1971,S,$10K - $30K,3,F,Partial High School,10/23/1992,Normal,Manual,N
3747,Roger Nelson,5244 Davis Drive,Mexico,Acapulco,9/16/1979,S,$70K - $90K,4,F,Graduate Degree,9/1/1991,Bronze,Professional,N
3748,Valerie Skewes,6994 Walnut Ave,USA,Corvallis,8/3/1952,M,$30K - $50K,4,F,High School Degree,11/6/1993,Bronze,Skilled Manual,Y
3749,Joyce Snyder,3362 Temple Drive,USA,Ballard,4/3/1925,M,$30K - $50K,1,F,High School Degree,8/27/1991,Bronze,Skilled Manual,Y
3750,Berniece Beltran,8021 Dallis Drive,USA,Glendale,7/27/1967,S,$50K - $70K,2,M,Partial College,11/17/1992,Bronze,Professional,Y
3751,Shirley Spencer,4644 St. Andrews Way,USA,Burien,8/26/1942,M,$10K - $30K,1,F,Partial High School,7/5/1990,Normal,Skilled Manual,Y
3752,Doug Graham,9557 Steven Circle,USA,Burlingame,1/15/1927,S,$30K - $50K,3,F,High School Degree,4/20/1992,Bronze,Manual,Y
3753,Betty Collins,9089 Bonari Court,Mexico,Merida,10/15/1942,M,$30K - $50K,4,F,Partial High School,6/16/1994,Golden,Manual,Y
3754,Kristin Thomas,6913 Marcia Drive,USA,W. Linn,6/6/1913,M,$50K - $70K,5,M,Partial College,3/27/1993,Silver,Clerical,Y
3755,Lorene Drury,6699 Premier Place,USA,Chula Vista,5/9/1937,S,$30K - $50K,3,M,Partial College,7/14/1991,Silver,Manual,N
3756,Robert Begley,2121 Sahara Drive,USA,Spring Valley,3/27/1933,M,$50K - $70K,3,F,High School Degree,5/2/1991,Bronze,Skilled Manual,Y
3757,Randy Sears,4817 Gibrix Drive,USA,Concord,4/26/1921,S,$50K - $70K,2,M,Partial College,2/27/1994,Bronze,Clerical,Y
3758,Anthony Smith,3149 Azores Circle,USA,Lemon Grove,3/16/1974,S,$70K - $90K,3,M,Bachelors Degree,5/5/1991,Bronze,Professional,Y
3759,Jane Puckett,6099 Esperanza Dr,USA,Lebanon,11/25/1977,S,$30K - $50K,2,F,High School Degree,2/10/1991,Bronze,Skilled Manual,N
3760,Maria Bridges,7340 Pine Creek Way,Mexico,Santa Fe,4/17/1913,S,$70K - $90K,4,F,High School Degree,3/25/1993,Bronze,Professional,N
3761,Melissa Ames,545 Morengo Court,Mexico,Orizaba,6/16/1945,S,$50K - $70K,4,F,Bachelors Degree,4/25/1992,Bronze,Professional,N
3762,Georgia King,2040 Gladstone Drive,Mexico,Orizaba,4/2/1932,M,$50K - $70K,4,F,Bachelors Degree,6/8/1992,Bronze,Professional,N
3763,Ann Paz,5498 Treat Blvd.,USA,Lincoln Acres,9/16/1914,S,$50K - $70K,4,F,Bachelors Degree,9/26/1992,Bronze,Professional,Y
3764,Kathleen Jones,9903 Mt. Washington Way,USA,Everett,4/26/1920,M,$30K - $50K,2,M,Partial College,11/13/1993,Bronze,Professional,Y
3765,Peggy Cornelison,6272 Maywood Ln,USA,Daly City,11/8/1936,S,$10K - $30K,4,M,Partial High School,7/15/1992,Normal,Skilled Manual,N
3766,Thelma Hyden,8275 Tono Lane,USA,Berkeley,7/19/1928,M,$10K - $30K,4,M,Partial High School,4/18/1991,Normal,Skilled Manual,N
3767,Leonor Blalock,2079 Wellington Ct,USA,Lakewood,8/26/1947,M,$30K - $50K,0,F,Partial College,8/17/1992,Normal,Professional,N
3768,Jane Evola,6992 Ponderosa Drive,USA,Burbank,9/11/1964,M,$30K - $50K,2,M,High School Degree,1/3/1991,Bronze,Skilled Manual,Y
3769,Dennis Kurczak,3869 Creed Ave,USA,Oakland,6/20/1953,S,$70K - $90K,1,F,Bachelors Degree,5/6/1994,Normal,Professional,N
3770,Dora Frank,1693 OHara Avenue,USA,San Jose,4/10/1962,M,$110K - $130K,3,F,Bachelors Degree,10/14/1991,Golden,Professional,N
3771,Yolanda Sillstrop,1479 Megan Dr,Canada,Langley,10/11/1948,S,$70K - $90K,5,M,Graduate Degree,2/10/1992,Bronze,Professional,N
3772,Richard Chatwin,9556 Nightingale Drive,Canada,Ladner,5/26/1976,S,$70K - $90K,4,M,Bachelors Degree,8/22/1994,Bronze,Professional,N
3773,Scott Vallente,9596 Kirker Pass,USA,Puyallup,5/7/1938,S,$110K - $130K,1,F,Bachelors Degree,12/17/1994,Bronze,Professional,Y
3774,Tony Spellman,584 Charlotte Ave,USA,Arcadia,12/21/1953,M,$30K - $50K,1,F,High School Degree,4/3/1994,Bronze,Skilled Manual,N
3775,Lige Brown,879 Hillview Ct,USA,Colma,5/27/1918,M,$10K - $30K,4,F,Partial High School,8/6/1992,Normal,Manual,N
3776,Scott Bach,2120 Mark Twain Dr,USA,Woodburn,6/17/1956,S,$30K - $50K,4,F,High School Degree,2/6/1991,Bronze,Skilled Manual,N
3777,Barbara Serventi,5324 Horseshoe Circle,Canada,Burnaby,4/12/1950,S,$90K - $110K,0,M,Partial High School,11/4/1992,Bronze,Management,Y
3778,Fae Caprio,6819 Krueger Drive,Canada,Burnaby,11/20/1973,S,$30K - $50K,0,F,High School Degree,1/22/1991,Bronze,Skilled Manual,N
3779,Keren Butler,2934 Pine Creek Way,USA,Bellingham,11/20/1975,M,$10K - $30K,0,F,Partial High School,4/24/1992,Normal,Skilled Manual,Y
3780,Jason Dille,4683 Joseph Ave,USA,Lemon Grove,5/11/1955,M,$110K - $130K,3,M,Graduate Degree,2/7/1990,Bronze,Management,N
3781,Ona Braddock,P.O. Box 1052,Canada,Oak Bay,9/18/1933,S,$50K - $70K,2,F,Graduate Degree,6/6/1992,Bronze,Professional,N
3782,William Surwill,5711 Shannon Lane,USA,National City,4/9/1969,S,$30K - $50K,2,F,High School Degree,2/18/1993,Bronze,Skilled Manual,Y
3783,Diana Bockser,2333 62nd Ave,Mexico,Tlaxiaco,1/13/1950,S,$50K - $70K,1,F,Bachelors Degree,3/14/1991,Bronze,Professional,N
3784,George Lucariello,7246 Gloria Terr.,Mexico,San Andres,10/23/1929,M,$30K - $50K,1,F,High School Degree,3/24/1992,Bronze,Manual,Y
3785,Michael Trujillo,6779 Temple Drive,Canada,Richmond,4/2/1950,S,$30K - $50K,4,M,Partial College,1/26/1991,Bronze,Professional,N
3786,Monica Stivers,1947 El Molino Dr,USA,Issaquah,9/17/1921,S,$30K - $50K,3,M,Partial College,3/4/1994,Golden,Professional,N
3787,William Woods,1733 Concord Place,USA,Bremerton,4/26/1951,S,$10K - $30K,5,F,Partial High School,3/24/1993,Normal,Manual,Y
3788,William Woods,9810 Dumbarton Drive,USA,Bellingham,6/11/1941,M,$30K - $50K,0,F,High School Degree,4/19/1992,Bronze,Manual,Y
3789,Philip Bishop,2507 Bonari Court,Canada,Ladner,2/16/1935,S,$150K +,3,F,Partial College,8/22/1990,Silver,Professional,N
3790,Roseanne Bliss,838 Monte Vista Road,USA,Woodland Hills,9/11/1924,M,$50K - $70K,1,M,Bachelors Degree,7/6/1992,Bronze,Management,Y
3791,Ellen Prather,3788 Bahia Vista Court,USA,Imperial Beach,10/15/1921,M,$50K - $70K,2,M,High School Degree,5/22/1991,Normal,Skilled Manual,N
3792,Janice Sondag,2374 Chisholm Way,USA,Arcadia,7/2/1921,M,$30K - $50K,2,F,High School Degree,1/14/1990,Bronze,Skilled Manual,Y
3793,Rana Tusting,5578 Barbie Dr,Canada,Cliffside,5/6/1959,M,$10K - $30K,2,M,Partial High School,7/9/1993,Normal,Manual,Y
3794,Shelia Cesario,7073 Boxer Blvd,USA,Coronado,9/25/1952,M,$30K - $50K,0,F,High School Degree,2/13/1993,Silver,Manual,Y
3795,Lana Cook,7090 Peabody Road,Mexico,Orizaba,5/22/1916,M,$50K - $70K,2,M,Partial College,12/10/1993,Silver,Skilled Manual,N
3796,Elizabeth Mason,8839 Leonard Dr,USA,W. Linn,7/11/1928,S,$10K - $30K,3,M,Partial High School,10/2/1994,Normal,Skilled Manual,Y
3797,Phyllis Morrone,5208 Poppy Circle,USA,Spring Valley,7/14/1938,M,$50K - $70K,5,M,Bachelors Degree,5/23/1993,Golden,Professional,Y
3798,Bruce Collins,9866 Santa Lucia Dr,USA,Santa Monica,10/3/1936,M,$50K - $70K,3,F,Bachelors Degree,8/5/1992,Bronze,Professional,Y
3799,Lisa Randall,6489 Palms,USA,Corvallis,4/5/1949,S,$30K - $50K,2,F,High School Degree,6/25/1992,Bronze,Manual,Y
3800,Leon Erickson,4059 High Street,USA,Mill Valley,12/23/1972,M,$50K - $70K,4,M,Bachelors Degree,3/6/1991,Golden,Management,Y
3801,Jeanne Zysko,935 Vist Oak Dr,USA,Portland,2/25/1955,S,$30K - $50K,2,F,High School Degree,8/4/1991,Bronze,Skilled Manual,Y
3802,Stephan Bortz,8758 Garden Ave,USA,Pomona,7/22/1970,S,$110K - $130K,4,F,High School Degree,10/18/1992,Bronze,Management,Y
3803,Arthur Trout,8544 Dewing Avenue,USA,Coronado,9/1/1962,S,$10K - $30K,4,F,Partial High School,6/8/1993,Normal,Skilled Manual,N
3804,Christopher Nelson,6622 First Ave.,USA,Lincoln Acres,8/10/1914,S,$70K - $90K,4,M,Partial High School,8/25/1991,Bronze,Professional,N
3805,Janice Lewis,6662 Torino Court,Mexico,Acapulco,12/12/1940,S,$90K - $110K,5,M,High School Degree,12/14/1992,Bronze,Management,N
3806,Courtney Dolzanie,4994 North Civic Dr,USA,San Diego,4/5/1961,S,$30K - $50K,1,M,High School Degree,11/6/1992,Bronze,Manual,Y
3807,Margaret Padzensky,7944 Steven Drive,Canada,Ladner,1/6/1920,S,$30K - $50K,2,F,High School Degree,5/19/1993,Bronze,Skilled Manual,N
3808,William Giles,9185 D Kiska Ct,Mexico,Hidalgo,3/25/1958,M,$110K - $130K,4,F,Partial High School,9/9/1994,Golden,Management,Y
3809,Matthew Phillips,2390 Brodia Court,USA,Long Beach,9/27/1958,S,$50K - $70K,3,M,Bachelors Degree,11/1/1990,Bronze,Professional,N
3810,Daniel Swanson,3885 Castle Court,USA,Long Beach,10/16/1913,M,$110K - $130K,0,M,Partial College,5/13/1993,Bronze,Professional,N
3811,Luella Day,7344 Raymond Dr,USA,Fremont,5/21/1921,M,$10K - $30K,1,M,Partial High School,1/8/1991,Normal,Manual,Y
3812,Shirley Niedjahski,1749 Camby Rd,Canada,Shawnee,4/8/1965,S,$70K - $90K,2,M,Bachelors Degree,7/24/1993,Bronze,Professional,N
3813,Margret Perez,8117 Golden Leaf Way,USA,Bellflower,3/19/1949,M,$10K - $30K,4,F,Partial High School,3/17/1991,Normal,Manual,Y
3814,Lily Espinoza,121 Keith Court,USA,West Covina,3/5/1979,M,$10K - $30K,0,F,Partial High School,3/24/1991,Normal,Skilled Manual,Y
3815,Rosita Trujillo,9399 Ferndale Lane,USA,Sedro Woolley,4/4/1954,M,$130K - $150K,1,F,Partial High School,6/23/1994,Bronze,Management,Y
3816,Brian Baca,4313 Atherton Circle,USA,Port Orchard,8/20/1939,S,$70K - $90K,2,F,Bachelors Degree,11/27/1991,Bronze,Professional,Y
3817,Bruce Peters,3845 Mt. Dell Drive,USA,Pomona,9/4/1966,M,$50K - $70K,4,F,Bachelors Degree,2/23/1992,Bronze,Professional,N
3818,Mari Merkling,9012 F St.,Canada,Royal Oak,7/13/1931,S,$110K - $130K,4,M,High School Degree,10/7/1992,Bronze,Professional,Y
3819,Diana Moyer,8798 Valley Manor,USA,Yakima,6/17/1955,S,$50K - $70K,3,M,Graduate Degree,6/5/1991,Bronze,Professional,Y
3820,Nina Metz,6876 Winthrop Street,Canada,Burnaby,5/7/1951,M,$10K - $30K,2,F,Partial High School,4/20/1991,Normal,Skilled Manual,Y
3821,Brett Broce,6916 Merced Circle,USA,Everett,8/18/1952,S,$30K - $50K,1,M,High School Degree,12/18/1993,Bronze,Manual,Y
3822,Hal Ross,7904 Eagle Peak Avenue,USA,Concord,7/8/1934,S,$30K - $50K,2,F,Partial College,3/8/1990,Bronze,Clerical,N
3823,David Sanders,8198 Lynwood Drive,Mexico,Acapulco,1/5/1925,S,$10K - $30K,2,M,Partial High School,8/3/1994,Normal,Skilled Manual,Y
3824,Biship Russo,2719 Court Lane,USA,Richmond,4/10/1923,M,$10K - $30K,3,F,Partial High School,9/17/1992,Normal,Manual,Y
3825,Bruce Baker,5923 Bonanza,USA,Walla Walla,6/9/1955,S,$30K - $50K,5,M,High School Degree,10/17/1991,Bronze,Manual,N
3826,Doug Thruman,7418 Camino Solano,USA,Spokane,7/7/1954,M,$50K - $70K,2,M,Partial High School,12/27/1992,Bronze,Manual,N
3827,Mark Avrin,3533 Jennifer Way,USA,Burien,10/9/1924,S,$70K - $90K,2,M,Bachelors Degree,4/18/1991,Bronze,Professional,N
3828,Brandon Vieregg,5282 Buchanan Pl,USA,Coronado,5/20/1930,M,$30K - $50K,5,M,Partial College,12/2/1992,Silver,Professional,Y
3829,Richard Arden,1651 Geriola Court,Canada,Langley,12/2/1946,M,$10K - $30K,4,M,Partial High School,5/20/1991,Normal,Skilled Manual,Y
3830,Pat Griffith,6310 Jamie Way,Canada,Oak Bay,8/12/1938,S,$50K - $70K,4,M,High School Degree,4/8/1994,Bronze,Skilled Manual,N
3831,Mary Wittels,2932 Esperanza Dr,USA,Glendale,8/19/1957,M,$130K - $150K,0,F,High School Degree,9/7/1991,Bronze,Professional,Y
3832,Joe Wiesner,7845 Arcadia Place,USA,Portland,1/16/1916,S,$10K - $30K,1,M,Partial High School,2/19/1994,Normal,Manual,N
3833,Eleanor Borden,7378 Fairfield Avenue,Canada,Victoria,7/13/1963,S,$30K - $50K,0,F,High School Degree,12/12/1994,Bronze,Manual,N
3834,Mary Topel,2546 Woodchuck Pl,USA,Redwood City,4/4/1972,M,$150K +,1,M,High School Degree,6/21/1991,Golden,Professional,Y
3835,Thaddaeus Austin,2332 Treat Blvd,Canada,Royal Oak,11/5/1958,M,$50K - $70K,3,F,Bachelors Degree,9/16/1992,Bronze,Management,Y
3836,"Dermont Stueber, Jr.",410 Whyte Park Ave,Canada,Langford,6/19/1916,M,$70K - $90K,0,M,Bachelors Degree,4/1/1993,Bronze,Professional,Y
3837,Henri Pickett,3106 Maywood Ln,USA,Lemon Grove,5/27/1949,S,$70K - $90K,4,F,High School Degree,9/23/1992,Bronze,Professional,Y
3838,Diana Axtell,1437 Donaleen Cr,USA,Puyallup,1/14/1963,M,$10K - $30K,5,M,Partial High School,2/9/1992,Normal,Manual,Y
3839,Ellen Brown,4387 Linden Land,USA,Mill Valley,9/4/1955,S,$70K - $90K,2,F,Bachelors Degree,9/25/1993,Bronze,Professional,N
3840,Manuel Aichinger,2973 Tanager Road,USA,Lynnwood,10/21/1923,M,$130K - $150K,0,F,High School Degree,5/10/1993,Silver,Professional,Y
3841,Willard Fornall,8833 San Gabriel Dr,Canada,Port Hammond,11/28/1929,S,$30K - $50K,2,M,High School Degree,4/7/1990,Bronze,Manual,N
3842,James Kenney,329 Shelly Dr,Canada,Port Hammond,6/12/1948,M,$70K - $90K,1,M,Bachelors Degree,2/14/1992,Bronze,Professional,N
3843,Barbara Hilliard,3787 Bentley St,Canada,Royal Oak,8/22/1962,S,$10K - $30K,1,F,Partial High School,4/13/1991,Normal,Manual,Y
3844,Hermina Lay,8192 Scenic Ct,USA,Woodland Hills,11/3/1930,S,$30K - $50K,3,M,Partial College,3/24/1993,Bronze,Skilled Manual,Y
3845,Sumner Howard,1905 Julpum Loop,USA,Lemon Grove,3/9/1978,S,$150K +,2,F,Bachelors Degree,7/23/1991,Silver,Professional,Y
3846,Elizabeth Kunkle,6564 Bellwood Dr,USA,Concord,10/28/1944,S,$70K - $90K,2,F,High School Degree,2/8/1992,Bronze,Professional,Y
3847,Karen Spevack,3187 Westwood Court,USA,W. Linn,7/5/1925,M,$10K - $30K,1,F,Partial High School,4/4/1990,Normal,Manual,N
3848,Tripoli Spycher,756 Ptarmigan Dr,USA,Richmond,7/26/1916,M,$10K - $30K,1,F,High School Degree,4/14/1991,Normal,Skilled Manual,Y
3849,Linda Raberg,7632 Willbrook Court,USA,Seattle,9/21/1925,M,$30K - $50K,4,M,High School Degree,9/17/1992,Bronze,Manual,Y
3850,Walter Trueblood,5455 Grenola Dr,USA,Downey,6/20/1978,S,$30K - $50K,3,M,High School Degree,3/6/1992,Bronze,Manual,Y
3851,Winifred Zadel,5242 Miguel Drive,Canada,Vancouver,9/18/1926,M,$50K - $70K,3,F,Bachelors Degree,3/26/1991,Golden,Management,Y
3852,Steven Novak,3319 North 90th St,USA,San Diego,11/3/1916,M,$50K - $70K,1,F,Bachelors Degree,5/8/1991,Bronze,Management,Y
3853,John Martinez,7261 Mt. Dell Drive,Canada,Metchosin,8/8/1911,M,$30K - $50K,3,M,High School Degree,8/12/1993,Bronze,Manual,Y
3854,Margaret Harbison,5593 Falcon Place,USA,Corvallis,3/3/1969,S,$90K - $110K,1,M,Bachelors Degree,8/22/1991,Bronze,Professional,Y
3855,Julieanna Zwier,8543 Meadowbrook Drive,USA,Burien,4/6/1966,S,$30K - $50K,2,M,Partial College,6/12/1990,Bronze,Manual,N
3856,Donna Styles,9784 Vine Lane,Mexico,Mexico City,11/6/1958,M,$50K - $70K,1,F,Bachelors Degree,10/20/1992,Bronze,Professional,Y
3857,Aranda Bussell,2989 Silverado Dr,Mexico,Merida,9/10/1926,M,$10K - $30K,2,F,Partial High School,8/26/1992,Normal,Skilled Manual,N
3858,Frank Churchfield,4485 Mt. Olivet Place,Mexico,Hidalgo,3/2/1919,S,$10K - $30K,1,F,Partial High School,5/16/1991,Normal,Manual,N
3859,Andy Toot,7943 C. Mounthood,USA,Lemon Grove,9/26/1953,S,$10K - $30K,4,M,Partial High School,4/13/1991,Normal,Skilled Manual,Y
3860,Darlene Stralow,2348 St. Francis,USA,Marysville,12/15/1965,S,$130K - $150K,5,M,Graduate Degree,11/21/1991,Bronze,Management,Y
3861,Marion Sheeley,8716 San Remo Ct,USA,Colma,11/19/1975,M,$30K - $50K,4,F,Partial High School,11/18/1991,Golden,Skilled Manual,Y
3862,Marjorie Callahan,3376 Bynum Way,USA,Oakland,7/18/1915,M,$30K - $50K,2,M,High School Degree,3/26/1993,Bronze,Skilled Manual,N
3863,Myron Fallsetta,9998 Rockne Drive,USA,Downey,11/20/1928,S,$90K - $110K,5,M,Partial College,4/4/1990,Bronze,Professional,N
3864,Margaret Young,4912 Roundhouse Place,Mexico,Merida,8/11/1951,S,$70K - $90K,3,M,Partial High School,12/11/1993,Bronze,Professional,N
3865,Glennard Helzer,4444 Acardia Pl,USA,Lincoln Acres,9/14/1934,M,$30K - $50K,1,M,High School Degree,6/10/1993,Bronze,Skilled Manual,Y
3866,David Realino,9611 Hudson Ave,USA,Bellingham,11/26/1938,S,$130K - $150K,3,M,Partial College,4/12/1990,Bronze,Professional,N
3867,Frank Burke,9397 N. th Street,Canada,Metchosin,2/6/1929,S,$70K - $90K,3,M,Bachelors Degree,3/24/1993,Bronze,Professional,N
3868,Ingrid Fisher,7475 Peachwillow Street,USA,Santa Cruz,4/26/1963,S,$30K - $50K,3,F,Partial High School,2/3/1990,Bronze,Manual,N
3869,Jeff Visperas,7515 Del Monte Court,USA,Downey,8/28/1920,M,$50K - $70K,3,M,Partial College,2/4/1991,Golden,Management,N
3870,Mehrzad Slone,8503 Willow Ave,Mexico,Orizaba,8/10/1928,S,$50K - $70K,1,M,Bachelors Degree,9/11/1990,Bronze,Professional,N
3871,Mollie Colone,1454 Colton Ln,Canada,Vancouver,8/21/1969,M,$70K - $90K,1,F,Partial High School,6/9/1992,Bronze,Management,Y
3872,John Abalos,39 Mt. Etna Drive,USA,Chula Vista,7/3/1925,M,$70K - $90K,4,M,Bachelors Degree,10/26/1993,Golden,Management,Y
3873,Marty Hollingsworth,3243 Lanton Ave,USA,Milwaukie,2/4/1925,M,$10K - $30K,4,M,Partial High School,1/17/1993,Normal,Skilled Manual,Y
3874,Patricia Mihelich,4739 Delta View Ln,USA,Berkeley,3/21/1950,M,$70K - $90K,4,M,Bachelors Degree,6/3/1992,Bronze,Professional,Y
3875,Jeanine Baca,853 Serpentine,USA,Arcadia,9/26/1958,M,$10K - $30K,1,F,Partial High School,2/24/1994,Normal,Manual,Y
3876,Debra Kelley,2603 Linnet Court,Canada,Haney,11/23/1944,S,$30K - $50K,1,F,High School Degree,7/16/1991,Bronze,Skilled Manual,N
3877,Howard Valentine,8970 Kahrs Avenue,USA,Burlingame,7/24/1916,S,$30K - $50K,1,F,High School Degree,7/21/1993,Bronze,Manual,N
3878,Janet Thomas,3630 Second Avenue,USA,Port Orchard,7/10/1946,M,$70K - $90K,2,M,Bachelors Degree,7/27/1993,Bronze,Management,Y
3879,Kathleen Alley,253 Hemlock Drive,Canada,N. Vancouver,11/20/1933,S,$30K - $50K,5,F,High School Degree,4/2/1992,Bronze,Skilled Manual,Y
3880,Chris Albert,5166 Hitchcock,Mexico,Santa Anita,4/8/1918,M,$30K - $50K,1,M,High School Degree,8/6/1993,Bronze,Skilled Manual,Y
3881,Anthony Modlish,4698 Pepperidge Way,Canada,Westminster,3/8/1933,S,$30K - $50K,1,M,Bachelors Degree,10/2/1991,Bronze,Professional,Y
3882,Jane Smith,4554 Bates Court,USA,Salem,4/1/1911,S,$70K - $90K,3,M,Bachelors Degree,8/13/1990,Bronze,Professional,Y
3883,Marvin Neely,4340 Lagoon Court,USA,Bellingham,2/5/1934,S,$10K - $30K,2,M,Partial High School,4/11/1993,Normal,Manual,N
3884,Robert Ryland,9761 Martindale Drive,USA,Sedro Woolley,12/23/1930,M,$130K - $150K,1,M,High School Degree,2/26/1993,Bronze,Professional,N
3885,Katie Krow,2458 Blocking Ct.,Canada,Port Hammond,1/22/1919,M,$50K - $70K,0,M,Bachelors Degree,6/13/1991,Bronze,Management,Y
3886,Jeffery Hernandez,790 South St,USA,Kirkland,12/12/1971,S,$90K - $110K,1,F,Partial College,2/4/1991,Bronze,Professional,Y
3887,Frank Attiga,3740 Azalea Avenue,USA,El Cajon,5/10/1962,S,$10K - $30K,1,M,Partial High School,7/26/1991,Normal,Manual,Y
3888,Dona Nichols,4981 Kathayrn Drive,USA,San Gabriel,9/2/1968,M,$70K - $90K,1,M,Graduate Degree,7/13/1993,Silver,Professional,Y
3889,Carol Letson,8185 Geary,USA,Bremerton,3/12/1942,M,$130K - $150K,4,M,Graduate Degree,6/2/1992,Bronze,Management,N
3890,Agnes Pelcher,9681 Bon Homme Way,USA,Lynnwood,12/25/1929,M,$10K - $30K,5,M,Partial High School,7/12/1992,Normal,Manual,N
3891,Perinda Knippenberg,3140 Park Tree Ct,USA,Woodland Hills,4/28/1969,M,$50K - $70K,5,F,Bachelors Degree,2/14/1992,Golden,Professional,Y
3892,Ashley Witt,7545 Gonzalez Ct,USA,Beaverton,2/22/1917,S,$110K - $130K,4,F,Bachelors Degree,5/27/1993,Bronze,Professional,Y
3893,Barbara Doll,3913 Euclid Ave.,USA,El Cajon,6/20/1921,M,$10K - $30K,5,M,Partial High School,9/18/1992,Normal,Manual,Y
3894,Melissa Hudvinen,5917 Panoramic Avenue,USA,Issaquah,5/14/1925,S,$70K - $90K,1,F,Bachelors Degree,8/6/1991,Bronze,Professional,N
3895,Linda Cabarrubias,5195 Donald Dr,USA,Novato,3/11/1932,M,$10K - $30K,4,F,Partial High School,7/12/1993,Normal,Skilled Manual,Y
3896,Ethel Bree,109 Clayton Road,USA,San Jose,6/7/1961,S,$30K - $50K,5,F,High School Degree,8/14/1991,Bronze,Manual,Y
3897,Robert Kochevar,6985 Matterhorn Ct,USA,Salem,12/5/1938,M,$10K - $30K,4,M,High School Degree,9/18/1992,Normal,Manual,Y
3898,Jean Wong,4808 Ward Court,USA,Woodland Hills,9/22/1948,S,$10K - $30K,5,F,Partial High School,4/26/1993,Normal,Skilled Manual,N
3899,Rita Davis,4595 Sudan Loop,USA,National City,5/23/1933,S,$150K +,2,F,High School Degree,6/22/1990,Silver,Management,Y
3900,Robert Land,2672 Viking Drive,USA,La Mesa,3/22/1973,S,$30K - $50K,4,F,High School Degree,1/7/1992,Bronze,Manual,N
3901,Barnett Barnette,2713 Saddlehill Lane,Mexico,Santa Fe,10/4/1916,M,$70K - $90K,3,M,Bachelors Degree,5/2/1992,Silver,Management,Y
3902,Daniel Pacheco,3700 Leland Way,USA,Burien,6/19/1930,S,$50K - $70K,3,F,Bachelors Degree,8/15/1992,Bronze,Professional,Y
3903,Shandi Brooks,3994 Reva Drive,USA,Bellflower,10/24/1965,S,$30K - $50K,1,F,Partial High School,10/7/1993,Bronze,Skilled Manual,Y
